	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	download_url	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
603	10.1016/j.bbi.2015.12.018		2015-09-10T11:50:34.012626Z	Mats Lekander, Bianka Karshikoff, Emilia Johansson, Anne Soop, Peter Fransson, Johan N. Lundström, Anna Andreasson, Martin Ingvar, Predrag Petrovic, John Axelsson and Gustav Nilsonne					Task-based fMRI has been used to study the effects of experimental inflammation on the human brain, but it remains unknown whether intrinsic connectivity in the brain at rest changes during a sickness response. Here, we investigated the effect of experimental inflammation on connectivity between areas relevant for monitoring of bodily states, motivation, and subjective symptoms of sickness. In a double-blind randomized controlled experiment, 52 healthy volunteers were injected with 0.6 ng/kg LPS (lipopolysaccharide) or placebo, and participated in a resting state fMRI experiment after approximately 2 h 45 min. Resting state fMRI data were available from 48 participants, of which 28 received LPS and 20 received placebo. Bilateral anterior and bilateral posterior insula sections were used as seed regions and connectivity with bilateral orbitofrontal and cingulate (anterior and middle) cortices was investigated. Back pain, headache and global sickness increased significantly after as compared to before LPS, while a non-significant trend was shown for increased nausea. Compared to placebo, LPS was followed by increased connectivity between left anterior insula and left midcingulate cortex. This connectivity was significantly correlated to increase in back pain after LPS and tended to be related to increased global sickness, but was not related to increased headache or nausea. LPS did not affect the connectivity from other insular seeds. In conclusion, the finding of increased functional connectivity between left anterior insula and middle cingulate cortex suggests a potential neurophysiological mechanism that can be further tested to understand the subjective feeling of malaise and discomfort during a sickness response.	2016-01-27T20:01:04.853843Z	http://neurovault.org/collections/807/download			3.0																	807								Brain, Behavior, and Immunity					2016-04-20T15:43:27.542880Z					Intrinsic functional connectivity of insular cortex and symptoms of sickness during acute experimental inflammation			8									548	gustav.nilsonne	http://linkinghub.elsevier.com/retrieve/pii/S0889159115300805																							http://neurovault.org/collections/807/												
605	10.1002/hbm.22745	55	2015-01-26T13:14:21.462931Z	Jiaojian Wang, Lingzhong Fan, Yinyan Wang, Wenting Xu, Tao Jiang, Peter T. Fox, Simon B. Eickhoff, Chunshui Yu and Tianzi Jiang		FSL		mni	The overlap of parcellation results for Wernicke's area in the manuscript (Figure 1C).	2015-01-26T13:14:21.462931Z	http://neurovault.org/collections/321/download	10000.0	256.0	3.0	13.0		True		False	no								right			321	None of the partici-pants had ever suffered from any psychiatric or neurologi-cal disease, and none had any contraindications for MRI scanning.							Human Brain Mapping				256.0	2016-02-29T09:28:30.967605Z					Determination of the posterior boundary of Wernicke's area based on multimodal connectivity profiles			4	0.0	0.0	T1				FSL-SPM		282	jiaojianwang	http://doi.wiley.com/10.1002/hbm.22745	acceleration factor of 2 	50.0	single-shot 			1.0	General Electric	echo planar imaging		3.0				FSL, SPM	FSL4.1, SPM8	25.0	22.7	19.0	1.0	MNI152		other	http://neurovault.org/collections/321/	True			False							False	
610	10.1016/j.neubiorev.2016.04.020		2016-05-08T19:56:06.701568Z	I. García-García, J. Kube, M. Gaebler, A. Horstmann, A. Villringer and J. Neumann					Brain regions consistently activated by the contrast negative visual stimuli > neutral control stimuli as obtained using ALE meta-analysis (p<.05 FWE-corrected). 	2016-05-08T19:56:06.701105Z	http://neurovault.org/collections/1351/download																				1351								Neuroscience & Biobehavioral Reviews					2016-05-08T19:58:11.137437Z					Neural processing of negative emotional stimuli and the influence of age, sex and and task-related characteristics			1									224	IGarcia	http://linkinghub.elsevier.com/retrieve/pii/S0149763415302025																							http://neurovault.org/collections/1351/												
611	10.1038/npp.2016.43		2016-02-12T17:39:21.443680Z	Guillaume Sescousse, Lieneke K Janssen, Mahur M Hashemi, Monique HM Timmer, Dirk EM Geurts, Niels P ter Huurne, Luke Clark and Roshan Cools					"These T-maps describe the main results of a pharmaco-fMRI experiment regarding the brain responses to near-miss events in a slot machine gambling game, in both healthy controls (n = 22) and pathological gamblers (n = 22).
Since the pharmacological manipulation (dopamine D2 receptor antagonist sulpiride) did not have any detectable effect on either behavior or brain responses, all T-maps describe results across drug sessions."	2016-03-25T11:24:49.147008Z	http://neurovault.org/collections/1186/download								True	healthy controls vs pathological gamblers								right			1186								Neuropsychopharmacology					2016-03-25T11:25:08.301738Z					Amplified Striatal Responses to Near-Miss Outcomes in Pathological Gamblers			6		0.0							124	gsescousse	http://www.nature.com/doifinder/10.1038/npp.2016.43																	34.0						http://neurovault.org/collections/1186/												
612	10.3389/fnins.2012.00080		2014-06-04T15:05:48.648382Z	Tom Schonberg, Craig R. Fox, Jeanette A. Mumford, Eliza Congdon, Christopher Trepel and Russell A. Poldrack			vsochat		OpenfMRI ds000001	2014-06-04T15:05:48.648382Z	http://neurovault.org/collections/39/download			3.0		https://openfmri.org/dataset/ds000001															39								Frontiers in Neuroscience					2016-01-27T21:47:49.746746Z					Decreasing Ventromedial Prefrontal Cortex Activity During Sequential Risk-Taking: An fMRI Investigation of the Balloon Analog Risk Task			16									1	ChrisFiloGorgolewski	http://journal.frontiersin.org/article/10.3389/fnins.2012.00080/abstract							Siemens	Allegra															http://neurovault.org/collections/39/												
613	10.1016/j.neuron.2015.03.019		2015-04-09T17:22:16.289264Z	Shinsuke Suzuki, Ryo Adachi, Simon Dunne, Peter Bossaerts and John P. O’Doherty					Suzuki et al. (Neuron, 2015)	2015-04-09T17:22:16.289264Z	http://neurovault.org/collections/507/download																				507								Neuron					2016-06-12T23:00:13.030149Z					Neural Mechanisms Underlying Human Consensus Decision-Making			10									369	szkshnsk	http://linkinghub.elsevier.com/retrieve/pii/S0896627315002159																							http://neurovault.org/collections/507/												
617	10.3389/fnagi.2015.00242		2015-12-10T16:15:27.746618Z	Angela Tam, Christian Dansereau, AmanPreet Badhwar, Pierre Orban, Sylvie Belleville, Howard Chertkow, Alain Dagher, Alexandru Hanganu, Oury Monchi, Pedro Rosa-Neto, Amir Shmuel, Seqian Wang, John Breitner and Pierre Bellec				mni	"This release contains the following files:

1) brain_parcellation_mcinet_basc_(sym,asym)_XXclusters.nii.gz: 3D volumes at 3 mm isotropic resolution, in the MNI non-linear 2009a space (http://www.bic.mni.mcgill.ca/ServicesAtlases/ICBM152NLin2009), at multiple resolutions of clusters. 
Note that two versions of the templates are available, sym and asym.  The asym flavor contains brain images that have been registered in the asymmetric version of the MNI brain template (reflecting that the brain is asymmetric), while with the sym flavor they have been registered in the symmetric version of the MNI template. 

2) ttest_ctrlvsmci_seedXX.nii.gz: 3D volumes displaying functional connectivity differences (uncorrected t-tests) between patients with mild cognitive impairment (MCI) and cognitively normal elderly, for 4 different seeds/regions of interest. "	2015-12-24T22:39:44.088409Z	http://neurovault.org/collections/1003/download			3.0			True		True	mild cognitive impairment patients vs cognitively normal elderly											1003								Frontiers in Aging Neuroscience					2016-01-27T20:58:03.765944Z					Common Effects of Amnestic Mild Cognitive Impairment on Resting-State Connectivity Across Four Independent Studies			20		27.0	T1						824	angela.tam08	http://journal.frontiersin.org/article/10.3389/fnagi.2015.00242		0.38					Siemens, Philips							NeuroImaging Analysis Kit	0.12.18		72.0						http://neurovault.org/collections/1003/												
618	10.1371/journal.pone.0097176		2013-09-05T09:18:10.000122Z	Krzysztof J. Gorgolewski, Dan Lurie, Sebastian Urchs, Judy A. Kipping, R. Cameron Craddock, Michael P. Milham, Daniel S. Margulies, Jonathan Smallwood					To understand the relationship between self-generated mental activity and intrinsic neural fluctuations, we developed the New York Cognition Questionnaire (NYC-Q) to access the content and form of an individual's experiences during the acquisition of resting-state functional magnetic resonance imaging data. The self-report assessment and imaging data were collected as a part of the Nathan Kline Rockland Enhanced sample, which is a large-scale community sample of both phenotypic and neuroimaging data that is being openly shared as it is acquired. We decomposed NYC-Q scores using exploratory factor analysis and used these components to explore relationships between types of spontaneous thought and measures of intrinsic brain activity, specifically fractional amplitude of low frequency fluctuations, regional homogeneity, and degree centrality.	2013-09-05T09:18:10.000122Z	http://neurovault.org/collections/16/download																				16								PLoS ONE					2016-02-06T19:30:36.169067Z					A Correspondence between Individual Differences in the Brain's Intrinsic Functional Architecture and the Content and Form of Self-Generated Thoughts			30	1.0	3.0							1	ChrisFiloGorgolewski	http://dx.plos.org/10.1371/journal.pone.0097176																60.0		18.0				other	http://neurovault.org/collections/16/												
620	10.1038/35107080		2014-06-04T15:19:06.799631Z	R. A. Poldrack, J. Clark, E. J. Paré-Blagoev, D. Shohamy, J. Creso Moyano, C. Myers and M. A. Gluck			vsochat		OpenfMRI ds000052	2014-06-04T15:19:06.799631Z	http://neurovault.org/collections/44/download					https://openfmri.org/dataset/ds000052															44								Nature					2016-01-27T21:46:45.884872Z					Interactive memory systems in the human brain			5									1	ChrisFiloGorgolewski	http://www.nature.com/doifinder/10.1038/35107080							Siemens	Allegra															http://neurovault.org/collections/44/												
622	10.1523/JNEUROSCI.0786-13.2013		2013-09-09T18:22:03.598069Z	B. Baird, J. Smallwood, K. J. Gorgolewski and D. S. Margulies					This study examined the relationship between resting state functional connectivity of medial and lateral regions of anterior prefrontal cortex to metacognitive ability in the domains of perception and memory. 	2013-09-09T18:22:03.598069Z	http://neurovault.org/collections/17/download	30.0	256.0		90.0				False												17								Journal of Neuroscience				64.0	2016-01-27T21:47:46.204531Z					Medial and Lateral Networks in Anterior Prefrontal Cortex Support Metacognitive Ability for Memory and Perception			3		3.0				interleaved			31	BenBaird	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.0786-13.2013		0.4			2000.0		Siemens	Verio and Tim Trio								46.0	27.0	19.0				other	http://neurovault.org/collections/17/												
628	10.1111/ejn.13392		2016-01-12T14:18:00.558758Z	Rainer Kujala, Enrico Glerean, Raj Kumar Pan, Iiro P. Jääskeläinen, Mikko Sams and Jari Saramäki						2016-09-13T04:26:43.977204Z	http://neurovault.org/collections/1080/download																				1080								European Journal of Neuroscience					2016-09-14T01:41:20.388151Z					Graph coarse-graining reveals differences in the module-level structure of functional brain networks			21									101	e.glerean	http://doi.wiley.com/10.1111/ejn.13392																							http://neurovault.org/collections/1080/												
630	10.1503/jpn.130080	AC-PC (auto)	2014-11-10T21:28:48.651787Z	Michael Gaebler, Judith Daniels, Jan-Peter Lamke, Thomas Fydrich and Henrik Walter	AR(1)			mni	Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder	2014-11-10T21:28:48.651787Z	http://neurovault.org/collections/206/download	25.0	192.0	3.0	80.0		True		True	Patients with social anxiety disorder relative to matched healthy controls		randommixedeffects		two-sample t-test		False		right	SPM default	128 s (SPM default)	206								Journal of Psychiatry & Neuroscience		623.0	25	64.0	2016-01-27T21:48:04.447253Z			first scan of session		Behavioural and neural correlates of self-focused emotion regulation in social anxiety disorder		24.0	7	3.0	2.0				descending	realignment (to 1st scan), unwarp (fieldmap), coreg (T1-->meanEPI), segment, DARTEL normalization to group template (incl. smoothing)		29	MichaelGaebler	http://jpn.ca/		24.0	EPI	ArtRepair for excessive head movement and signal dropout	2250.0		Siemens	TIM Trio	0.6	3.6		6.0	Gaussian	SPM	8		30.0					eventrelated	http://neurovault.org/collections/206/	True	False	True	True	True	True		False	False	False	True	False
631	10.1523/JNEUROSCI.0152-11.2011		2014-08-21T14:29:38.046226Z	M. R. Uncapher, J. B. Hutchinson and A. D. Wagner			vsochat		OpenfMRI ds000110	2014-08-21T14:29:38.046226Z	http://neurovault.org/collections/101/download			3.0		https://openfmri.org/dataset/ds000110															101								Journal of Neuroscience					2016-01-27T21:47:52.573900Z					Dissociable Effects of Top-Down and Bottom-Up Attention during Episodic Encoding			26									1	ChrisFiloGorgolewski	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.0152-11.2011							Signa																http://neurovault.org/collections/101/												
632	10.1523/JNEUROSCI.5511-11.2012		2015-03-06T01:40:45.132427Z	J. M. Moran, E. Jolly and J. P. Mitchell					OpenfMRI ds000109. Participants read stories and answered questions that referred to either a person's false belief (mental trials) or to outdated physical representations, such as an old photograph (physical trials). Participants saw twelve stories of each type across two functional runs.	2015-03-06T01:40:45.132427Z	http://neurovault.org/collections/426/download			3.0		https://openfmri.org/dataset/ds000109															426								Journal of Neuroscience					2016-01-27T21:46:49.781419Z					Social-Cognitive Deficits in Normal Aging			8									186	vsochat	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.5511-11.2012							Siemens	Tim Trio															http://neurovault.org/collections/426/												
633	10.1038/sdata.2016.3		2016-02-03T19:40:29.742955Z	Cyril R. Pernet, Krzysztof J. Gorgolewski, Dominic Job, David Rodriguez, Ian Whittle and Joanna Wardlaw						2016-02-03T19:43:03.515471Z	http://neurovault.org/collections/1158/download					http://dx.doi.org/10.5255/UKDA-SN-851861															1158								Scientific Data					2016-02-04T03:23:54.904493Z					A structural and functional magnetic resonance imaging dataset of brain tumour patients			1									1	ChrisFiloGorgolewski	http://www.nature.com/articles/sdata20163																							http://neurovault.org/collections/1158/												
634	10.1073/pnas.0602659103		2014-06-04T15:14:22.039247Z	K. Foerde, B. J. Knowlton and R. A. Poldrack			vsochat		OpenfMRI ds000011	2014-06-04T15:14:22.039247Z	http://neurovault.org/collections/43/download			3.0		https://openfmri.org/dataset/ds000011															43								Proceedings of the National Academy of Sciences					2016-01-27T21:47:47.390440Z					Modulation of competing memory systems by distraction			10									1	ChrisFiloGorgolewski	http://www.pnas.org/cgi/doi/10.1073/pnas.0602659103							Siemens	Allegra, head-only															http://neurovault.org/collections/43/												
635	10.1016/j.dib.2016.02.071		2015-11-23T12:41:55.089483Z	Thomas C. Emmerling, Jan Zimmermann, Bettina Sorger, Martin Frost and Rainer Goebel				mni	We show data of a time-resolved searchlight analysis for 12 individual subjects performing a visual motion imagery task. In each searchlight sphere a multi-voxel pattern analysis (MVPA) is performed to decode four different directions of imagined motion. This is done for six different but overlapping time windows with respect to the onset of an imagery trial. The resulting volumetric maps show p-values for FDR-corrected Chi-square tests of the confusion matrices of each searchlight sphere.	2016-03-07T09:28:04.503569Z	http://neurovault.org/collections/961/download	23.0		7.0	70.0		True	template-based normalization using BrainVoyager 20	False												961	motion, localizer activation							Data in Brief		574.0	variable	146.0	2016-06-19T03:18:36.511346Z	trilinear and sinc		first volume of first functional scan	BrainVoyager	Time-resolved searchlight analysis of imagined visual motion using 7T ultra-high field fMRI: Data on interindividual differences		40.0	72	4.0	3.0					motion correction, EPI distortion correction, temporal filtering, coregistration		586	thomasemmerling	http://linkinghub.elsevier.com/retrieve/pii/S2352340916300932	multi-band factor 2	0.5	Gradient Echo EPI		2000.0	1.0	Siemens	7T	0.0	1.100001				BrainVoyager	2.8.4	45.0	26.82	20.0	1.0	ICBM 452		hybridblockevent	http://neurovault.org/collections/961/				False	True					False	False	
636	10.1093/brain/aww005		2016-03-16T13:43:13.544974Z	Lorna Harper, Giorgio G. Fumagalli, Frederik Barkhof, Philip Scheltens, John T. O’Brien, Femke Bouwman, Emma J. Burton, Jonathan D. Rohrer, Nick C. Fox, Gerard R. Ridgway and Jonathan M. Schott					Several visual rating scales have been developed specifically to rate brain regions vulnerable to atrophy in a range of different dementias. Using structural magnetic resonance scans from healthy individuals and a large sample of patients with a histopathological diagnosis of dementia, this data explores the relationship between each visual rating scale and the pattern of grey matter volume loss.	2016-03-30T09:59:39.144416Z	http://neurovault.org/collections/1255/download																				1255								Brain					2016-03-30T09:59:47.884768Z					MRI visual rating scales in the diagnosis of dementia: evaluation in 184 post-mortem confirmed cases			6									957	lorna.harper.11@ucl.ac.uk	http://www.brain.oxfordjournals.org/lookup/doi/10.1093/brain/aww005																							http://neurovault.org/collections/1255/												
638	10.3389/fnins.2015.00063		2015-03-07T16:32:34.657076Z	Mei-Yen Chen, Koji Jimura, Corey N. White, W. Todd Maddox and Russell A. Poldrack			vsochat, RussPoldrack			2015-03-07T16:32:34.657076Z	http://neurovault.org/collections/431/download																				431								Frontiers in Neuroscience					2016-06-12T21:43:33.554688Z					Multiple brain networks contribute to the acquisition of bias in perceptual decision-making			6									1	ChrisFiloGorgolewski	http://journal.frontiersin.org/article/10.3389/fnins.2015.00063																							http://neurovault.org/collections/431/												
642	10.1126/science.1171599		2015-06-22T09:49:12.046564Z	A. Knops, B. Thirion, E. M. Hubbard, V. Michel and S. Dehaene			bthirion, gael.varoquaux		Throughout the history of mathematics, concepts of number and space have been tightly intertwined. We tested the hypothesis that cortical circuits for spatial attention contribute to mental arithmetic in humans. We trained a multivariate classifier algorithm to infer the direction of an eye movement, left or right, from the brain activation measured in the posterior parietal cortex. Without further training, the classifier then generalized to an arithmetic task. Its left versus right classification could be used to sort out subtraction versus addition trials, whether performed with symbols or with sets of dots. These findings are consistent with the suggestion that mental arithmetic co-opts parietal circuitry associated with spatial coding. 	2015-06-22T09:49:12.046564Z	http://neurovault.org/collections/656/download																				656								Science					2016-01-27T22:00:53.227193Z					Recruitment of an Area Involved in Eye Movements During Mental Arithmetic			34									470	schwarty	http://www.sciencemag.org/cgi/doi/10.1126/science.1171599																							http://neurovault.org/collections/656/												
643	10.1016/j.neuroimage.2014.06.033		2014-08-24T10:24:43.378474Z	Erik Ziegler, Maud Rouillard, Elodie André, Tim Coolen, Johan Stender, Evelyne Balteau, Christophe Phillips and Gaëtan Garraux				mni	Here, we applied a novel diffusion-weighted imaging approach-track density imaging (TDI). Twenty-seven non-demented Parkinson's patients (mean disease duration: 5years, mean score on the Hoehn & Yahr scale=1.5) were compared with 26 elderly controls matched for age, sex, and education level. Track density images were created by sampling each subject's spatially normalized fiber tracks in 1mm isotropic intervals and counting the fibers that passed through each voxel. Whole-brain voxel-based analysis was performed and significance was assessed with permutation testing. Statistically significant increases in track density were found in the Parkinson's patients, relative to controls. Clusters were distributed in disease-relevant areas including motor, cognitive, and limbic networks. From the lower medulla to the diencephalon and striatum, clusters encompassed the known location of the locus coeruleus and pedunculopontine nucleus in the pons, and from the substantia nigra up to medial aspects of the posterior putamen, bilaterally. The results identified in brainstem and nigrostriatal pathways show a large overlap with the known distribution of neuropathological changes in non-demented PD patients. Our results also support an early involvement of limbic and cognitive networks in Parkinson's disease.	2014-08-24T10:24:43.378474Z	http://neurovault.org/collections/104/download	91.0	211.0	3.0			False		True	Parkinson's Disease vs. Healthy Controls				t-Test	TFCE			both			104		Linear	ANTs	nonlinear				NeuroImage				7744.0	2016-01-27T22:00:53.294497Z					Mapping track density changes in nigrostriatal and extranigral pathways in Parkinson's disease	Greedy symmetric diffeomorphic normalization (SyN)		2		10.0	Average pathlength map						106	swederik	http://linkinghub.elsevier.com/retrieve/pii/S1053811914005102	Twice-refocused spin-echo sequence with EPI readout at two distinct b-values (b=1000, b=2500 s/mm2) along 120 encoding gradients	0.53			6800.0	1.0	Siemens	Magnetom Allegra	0.0	2.4				Nipype	0.9	81.0	65.0	47.0	1.0	MNI152_T1_1mm_brain	Cross-correlation	other	http://neurovault.org/collections/104/				True							False	
652	10.1016/j.neuroimage.2013.04.118		2015-06-22T11:19:31.368509Z	Philippe Pinel and Stanislas Dehaene			bthirion, gael.varoquaux		Twin studies have long suggested a genetic influence on inter-individual variations in mathematical abilities, and candidate genes have been identified by genome-wide association studies. However, the localization of the brain regions under genetic influence during number manipulation is still unexplored. Here we investigated fMRI data from a group of 19 MZ (monozygotic) and 13 DZ (dizygotic) adult twin pairs, scanned during a mental calculation task. We examined both the activation and the degree of functional lateralization in regions of interest (ROIs) centered on the main activated peaks. Heritability was first investigated by comparing the respective MZ and DZ correlations. Then, genetic and environmental contributions were jointly estimated by fitting a ACE model classically used in twin studies. We found that a subset of the activated network was under genetic influence, encompassing the bilateral posterior superior parietal lobules (PSPL), the right intraparietal sulcus (IPS) and a left superior frontal region. An additional region of the left inferior parietal cortex (IPC), whose deactivation correlated with a behavioral calculation score, also presented higher similarity between MZ than between DZ twins, thus offering a plausible physiological basis for the observable inheritance of math scores. Finally, the main impact of the shared environment was found in the lateralization of activation within the intraparietal sulcus. These maps of genetic and environmental contributions provide precise candidate phenotypes for further genetic association analyses, and illuminate how genetics and education shape the development of number processing networks.	2015-06-22T11:19:31.368509Z	http://neurovault.org/collections/657/download																				657								NeuroImage					2016-01-27T22:00:42.299581Z					Genetic and environmental contributions to brain activation during calculation			34									470	schwarty	http://linkinghub.elsevier.com/retrieve/pii/S1053811913004862																							http://neurovault.org/collections/657/												
653	10.1523/JNEUROSCI.2264-13.2014		2014-01-02T20:51:32.544866Z	T. Moberget, E. H. Gullesen, S. Andersson, R. B. Ivry and T. Endestad					The striking homogeneity of cerebellar microanatomy is strongly suggestive of a corresponding uniformity of function. Consequently, theoretical models of the cerebellum's role in motor control should offer important clues regarding cerebellar contributions to cognition. One such influential theory holds that the cerebellum encodes internal models, neural representations of the context-specific dynamic properties of an object, to facilitate predictive control when manipulating the object. The present study examined whether this theoretical construct can shed light on the contribution of the cerebellum to language processing. We reasoned that the cerebellum might perform a similar coordinative function when the context provided by the initial part of a sentence can be highly predictive of the end of the sentence. Using functional MRI in humans we tested two predictions derived from this hypothesis, building on previous neuroimaging studies of internal models in motor control. First, focal cerebellar activation–reflecting the operation of acquired internal models–should be enhanced when the linguistic context leads terminal words to be predictable. Second, more widespread activation should be observed when such predictions are violated, reflecting the processing of error signals that can be used to update internal models. Both predictions were confirmed, with predictability and prediction violations associated with increased blood oxygenation level-dependent signal in the posterior cerebellum (Crus I/II). Our results provide further evidence for cerebellar involvement in predictive language processing and suggest that the notion of cerebellar internal models may be extended to the language domain.	2014-01-02T20:51:32.544866Z	http://neurovault.org/collections/25/download																				25								Journal of Neuroscience					2016-01-27T21:48:04.412301Z					Generalized Role for the Cerebellum in Encoding Internal Models: Evidence from Semantic Processing			6									40	tmoberget	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.2264-13.2014																						eventrelated	http://neurovault.org/collections/25/												
654	10.1371/journal.pone.0152272		2016-03-08T15:06:17.040530Z	Jonathan Smallwood, Theodoros Karapanagiotidis, Florence Ruby, Barbara Medea, Irene de Caso, Mahiko Konishi, Hao-Ting Wang, Glyn Hallam, Daniel S. Margulies, Elizabeth Jefferies and Giuseppe Biagini			jonny.smallwood			2016-04-11T17:23:40.864394Z	http://neurovault.org/collections/1238/download																				1238								PLOS ONE					2016-04-11T17:30:06.844242Z					Representing Representation: Integration between the Temporal Lobe and the Posterior Cingulate Influences the Content and Form of Spontaneous Thought			90									494	theodoros.karapanagiotidis	http://dx.plos.org/10.1371/journal.pone.0152272																							http://neurovault.org/collections/1238/												
655	10.1002/hbm.23015		2015-11-18T09:16:19.190718Z	Sebastian Pilgramm, Benjamin de Haas, Fabian Helm, Karen Zentgraf, Rudolf Stark, Jörn Munzert and Britta Krüger					"How motor maps are organized while imagining actions is an intensely debated issue. It
is particularly unclear whether motor imagery relies on action-specific representations in premotor
and posterior parietal cortices. This study tackled this issue by attempting to decode the content of
motor imagery from spatial patterns of Blood Oxygen Level Dependent (BOLD) signals recorded in
the frontoparietal motor imagery network. During fMRI-scanning, 20 right-handed volunteers
worked on three experimental conditions and one baseline condition. In the experimental conditions,
they had to imagine three different types of right-hand actions: an aiming movement, an
extension–flexion movement, and a squeezing movement. The identity of imagined actions was
decoded from the spatial patterns of BOLD signals they evoked in premotor and posterior parietal
cortices using multivoxel pattern analysis. Results showed that the content of motor imagery (i.e.,
the action type) could be decoded significantly above chance level from the spatial patterns of
BOLD signals in both frontal (PMC, M1) and parietal areas (SPL, IPL, IPS). An exploratory searchlight
analysis revealed significant clusters motor- and motor-associated cortices, as well as in visual
cortices. Hence, the data provide evidence that patterns of activity within premotor and posterior
parietal cortex vary systematically with the specific type of hand action being imagined."	2015-11-18T09:16:19.189574Z	http://neurovault.org/collections/953/download																				953								Human Brain Mapping					2016-01-27T21:47:52.642742Z					Motor imagery of hand actions: Decoding the content of motor imagery from brain activity in frontal and parietal motor areas			1									740	Bastilinho	http://doi.wiley.com/10.1002/hbm.23015																							http://neurovault.org/collections/953/												
663	10.1073/pnas.1518377113		2016-01-12T18:06:34.893350Z	Robin L. Carhart-Harris, Suresh Muthukumaraswamy, Leor Roseman, Mendel Kaelen, Wouter Droog, Kevin Murphy, Enzo Tagliazucchi, Eduardo E. Schenberg, Timothy Nest, Csaba Orban, Robert Leech, Luke T. Williams, Tim M. Williams, Mark Bolstridge, Ben Sessa, John McGonigle, Martin I. Sereno, David Nichols, Peter J. Hellyer, Peter Hobden, John Evans, Krish D. Singh, Richard G. Wise, H. Valerie Curran, Amanda Feilding and David J. Nutt					LSD: seed based RSFC (V1, PH, vmPFC) and CBF	2016-04-12T23:21:10.896819Z	http://neurovault.org/collections/1083/download								True	LSD compared to Placebo											1083								Proceedings of the National Academy of Sciences					2016-04-12T23:21:48.043795Z					Neural correlates of the LSD experience revealed by multimodal neuroimaging			10									882	leor.roseman	http://www.pnas.org/lookup/doi/10.1073/pnas.1518377113																							http://neurovault.org/collections/1083/										False		
668	10.1001/jamapsychiatry.2014.2206		2015-09-16T17:35:14.198634Z	Madeleine Goodkind, Simon B. Eickhoff, Desmond J. Oathes, Ying Jiang, Andrew Chang, Laura B. Jones-Hagata, Brissa N. Ortega, Yevgeniya V. Zaiko, Erika L. Roach, Mayuresh S. Korgaonkar, Stuart M. Grieve, Isaac Galatzer-Levy, Peter T. Fox and Amit Etkin					We tested for areas of common gray matter volume increase or decrease across Axis I diagnoses, as well as areas differing between diagnoses. Based on the voxel-based morphometry meta-analysis of 193 studies comprising 15 892 individuals across 6 diverse diagnostic groups (schizophrenia, bipolar disorder, depression, addiction, obsessive-compulsive disorder, and anxiety), we found that gray matter loss converged across diagnoses in 3 regions: the dorsal anterior cingulate, right insula, and left insula. By contrast, there were few diagnosis-specific effects, distinguishing only schizophrenia and depression from other diagnoses. In the parallel follow-up analyses of 3 healthy cohorts, we found that the common gray matter loss regions formed a tightly interconnected network during tasks and at resting and that lower gray matter in this network was associated with poor executive functioning. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:35:14.198243Z	http://neurovault.org/collections/832/download					http://anima.modelgui.org/studies/Goodkind_Psychiatric_2015															832								JAMA Psychiatry					2016-02-29T09:18:45.644880Z					Identification of a Common Neurobiological Substrate for Mental Illness			3									555	ANIMA	http://archpsyc.jamanetwork.com/article.aspx?doi=10.1001/jamapsychiatry.2014.2206																							http://neurovault.org/collections/832/												
